docid	document_content
7	"""智能检索-图片检索：支持通过人脸/人体/车辆/非机动车照片，自动检测标注图片、编辑图片，来进行检索。"""
8	"""智能检索-文本检索：支持使用姓名、身份证号或档案ID进行检索；支持通过车牌号对车辆进行检索，支持模糊检索，多个关键词检索；支持通过智能填写，自动识别身份信息和车牌信息，并发起对应检索。"""
9	"""智能检索-结果查看：支持查看布控库、静态库、全息档案的检案结果、人脸抓拍结果、人体抓拍结果；支持通过人脸图片检索出关联的车辆；支持通过人脸/人体图片检索出关联的事件；支持多种细致操作，如过滤排序、详情查看、比中操作、抓拍和轨迹分析等，以及导出收藏和继续检索等后续使用。"""
10	"""智能检索-研判图谱：支持查看历史检索详情。"""
11	"""智能检索-历史检索：支持查看历史检索记录。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
12	"""全息档案-统计看板：支持多维度统计和分析档案数量、实名率、建档率、更新趋势、标签分布等，并可视化展示档案分布及变化趋势，提供档案管理全局视图。呈现了系统现有档案的更新、实名、人像抓拍、车辆抓拍等情况，并以数据图表的形式展示。"""
13	"""全息档案-档案检索：支持人像档案检索以及车辆档案检索功能；支持多种方式检索档案，包括文字、图片、拖拽上传，可自动检测或手动标注图片中的人脸、人体、车辆，并可对图片进行编辑处理，实现精准高效的档案检索。检索完成后，可通过个人档案详情功能查看更多相关内容。"""
14	"""全息档案-个人档案详情：实现了对档案身份信息、抓拍图片、活动轨迹、关系图谱、关联车辆、预警信息等多维度信息的展示，支持各类信息的过滤、排序、导出等功能，实现了对个人档案全方位的查看和管理。"""
15	"""全息档案-检索结果：支持按相似度从高到低查看检索结果；支持按有抓拍的档案、标签对检索结果进行筛选并查看；支持查看该档案的抓拍信息；支持每一个检索结果的个人档案详情查看；支持对同一人员存在的多个档案进行合并。"""
26	"""实时监控-视频源：支持对树状视频源进行选择。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
5	"""视图源管理-抓拍分析：支持切换查看抓拍机和摄像机质效分析数据，同时支持按时间统计抓拍机或摄像机的抓拍总量、人脸/人体/机动车/非机动车/骑手的抓拍数量，接入类型分布、抓拍详情、分组抓拍数量、抓拍量骤降情况等信息。"""
6	"""视图源管理-设备统计：支持统计设备总数、设备状态-在线/离线设备数、设备接入类型分布及占比、设备场景分布情况"""
26	"""实时监控-视频源：支持对树状视频源进行选择。"""
27	"""实时监控-分屏：支持选择一个视频源进行窗口播放，选择一个视频源进行全屏播放；支持选择四个视频源进行窗口播放；支持在四个视频源中选一个进行全屏播放。"""
28	"""实时监控-属性叠框：支持在视频流播放时实时检测并叠框展示人脸或结构化对象及其属性，开启事件检测后支持对事件叠框展示。"""
29	"""实时监控-告警记录：若摄像头有对应的布控任务，同时展示该摄像头所有的布控任务的告警记录。"""
30	"""实时监控-抓拍记录：支持查看所选视频源的实时抓拍图。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
26	"""实时监控-视频源：支持对树状视频源进行选择。"""
26	"""实时监控-视频源：支持对树状视频源进行选择。"""
27	"""实时监控-分屏：支持选择一个视频源进行窗口播放，选择一个视频源进行全屏播放；支持选择四个视频源进行窗口播放；支持在四个视频源中选一个进行全屏播放。"""
28	"""实时监控-属性叠框：支持在视频流播放时实时检测并叠框展示人脸或结构化对象及其属性，开启事件检测后支持对事件叠框展示。"""
29	"""实时监控-告警记录：若摄像头有对应的布控任务，同时展示该摄像头所有的布控任务的告警记录。"""
30	"""实时监控-抓拍记录：支持查看所选视频源的实时抓拍图。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
5	"""视图源管理-抓拍分析：支持切换查看抓拍机和摄像机质效分析数据，同时支持按时间统计抓拍机或摄像机的抓拍总量、人脸/人体/机动车/非机动车/骑手的抓拍数量，接入类型分布、抓拍详情、分组抓拍数量、抓拍量骤降情况等信息。"""
6	"""视图源管理-设备统计：支持统计设备总数、设备状态-在线/离线设备数、设备接入类型分布及占比、设备场景分布情况"""
26	"""实时监控-视频源：支持对树状视频源进行选择。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
3	"""视图源管理-设备管理：支持通过名称、编号搜索视图源，可按类型、状态、接入情况、布控情况过滤;支持删除、恢复、修改配置视图源;支持创建与取消各类解析任务;支持设置ROI区域;支持判断在线状态及预览画面;支持批量移动、接入、删除、打标签等操作;支持导入导出批量管理视图源;支持地图展示点位分布;支持视图源分组的增删改操作;支持给视频源打标签并管理标签。"""
4	"""视图源管理-电子地图：支持输入摄像头名称搜索设备；支持按热力图/地位图展示摄像头地理位置分布情况；支持地图放大、缩小、框选放大操作；支持框选视频源，并选择目标视频源进行预览；支持按设备状态、接入状态、标签对视频源进行过滤筛选。"""
